index,transliteration,word
H2103,zud,זוּד
H2104,zuzim,זוּזִים
H2105,zochet,זוֹחֵת
H2106,zawit,זָוִית
H2107,zul,זוּל
H2108,zulah,זוּלָה
H2109,zun,זוּן
H2110,zun,זוּן
H2111,zua‘,זוּעַ
H2112,zua‘,זוּעַ
H2113,zewa‘ah,זְוָעָה
H2114,zar,זָר
H2115,zur,זוּר
H2116,zureh,זוּרֶה
H2117,zaza’,זָזָא
H2118,zuch,זוּח
H2119,zachal,זָחַל
H2120,zchelet,֑זחֶלֶת
H2121,zedon,זֵידוֹן
H2122,ziw,זִיו
H2123,ziz,זִיז
H2124,ziza’,זִיזָא
H2125,zizah,זִיזָה
H2126,zina’,זִינָא
H2127,zia‘,זִיעַ
H2128,zif,זִיף
H2129,zifah,זִיפָה
H2130,zifi,זִיפִי
H2131,"ziqah, ziq, zeq","זִיקָה, זִק, זֵק"
H2132,zayit,זַיִת
H2133,zetan,זֵיתָן
H2134,zakh,זַךְ
H2135,zakhah,זָכָה
H2136,zakhu,זָכוּ
H2137,zekhukhit,זְכוּכִית
H2138,zakhur,זָכוּר
H2139,zakkur,זַכּוּר
H2140,zakhay,זַכַּי
H2141,zakhakh,זָכַךְ
H2142,zakhar,זָכַר
H2143,"zekher, zekher","זֵכֶר, זֶכֶר"
H2144,zekher,זֶכֶר
H2145,zakhar,זָכָר
H2146,zikhron,זִכְרוֹן
H2147,zikhri,זִכְרִי
H2148,"zekharyah, zekharyahu","זְכַרְיָה, זְכַרְיָהוּ"
H2149,zullut,זֻלּוּת
H2150,zalzal,זַלְזַל
H2151,zalal,זָלַל
H2152,"zal‘afah, zil‘afaf","זַלְעָפָה, זִלְעָפָף"
H2153,zilfah,זִלְפָּה
H2154,"zimah, zamah","זִמָּה, זַמָּה"
H2155,zimah,זִמָּה
H2156,"zemorah, zemorah, zemor","זְמוֹרָה, זְמֹרָה, זְמֹר"
H2157,zamzm,זַמְ֑זם
H2158,"zamir, zamir, zemirah","זָמִיר, זָמִר, זְמִרָה"
H2159,zamir,זָמִיר
H2160,zemirah,זְמִירָה
H2161,zamam,זָמַם
H2162,zamam,זָמָם
H2163,zaman,זָמַן
H2164,zeman,זְמַן
H2165,zeman,זְמָן
H2166,zeman,זְמָן
H2167,zamar,זָמַר
H2168,zamar,זָמַר
H2169,zemer,זֶמֶר
H2170,zemar,זְמָר
H2171,zamar,זַמָּר
H2172,zimrah,זִמְרָה
H2173,zimrah,זִמְרָה
H2174,zimri,זִמְרִי
H2175,zimran,זִמְרָן
H2176,zimrat,זִמְרָת
H2177,zan,זַן
H2178,zan,זַן
H2179,zanav,זָנַב
H2180,zanav,זָנָב
H2181,zanah,זָנָה
H2182,zanoach,זָנוֹחַ
H2183,zanun,זָנוּן
H2184,zenut,זְנוּת
H2185,znot,֑זנוֹת
H2186,zanach,זָנַח
H2187,zanaq,זָנַק
H2188,ze‘ah,זֵעָה
H2189,za‘awah,זַעֲוָה
H2190,za‘awan,זַעֲוָן
H2191,ze‘er,זְעֵיר
H2192,ze‘er,זְעֵיר
H2193,za‘akh,זָעַךְ
H2194,za‘am,זָעַם
H2195,za‘am,זַעַם
H2196,za‘af,זָעַף
H2197,za‘af,זַעַף
H2198,za‘ef,זָעֵף
H2199,za‘aq,זָעַק
H2200,ze‘iq,זְעִק
H2201,"za‘aq, ze‘aqah","זַעַק, זְעָקָה"
H2202,zifron,זִפְרֹן
H2203,zefet,זֶפֶת
H2204,zaqen,זָקֵן
H2205,zaqen,זָקֵן
H2206,zaqan,זָקָן
H2207,zqen,֑זקֶן
H2208,zaqun,זָקֻן
H2209,ziqnah,זִקְנָה
H2210,zaqaf,זָקַף
H2211,zeqaf,זְקַף
H2212,zaqaq,זָקַק
H2213,zer,זֵר
H2214,zara’,זָרָא
H2215,zarav,זָרַב
H2216,zeruvavel,זְרֻבָּבֶל
H2217,zeruvavel,זְרֻבָּבֶל
H2218,zered,זֶרֶד
H2219,zarah,זָרָה
H2220,"zero‘a, zero‘a, zero‘ah, zero‘ah","זְרוֹעַ, זְרֹעַ, זְרוֹעָה, זְרֹעָה"
H2221,zerua‘,זֵרוּעַ
H2222,zarzif,זַרְזִיף
H2223,zarzir,זַרְזִיר
H2224,zarach,זָרַח
H2225,zerach,זֶרַח
H2226,zerach,זֶרַח
H2227,zarchi,זַרְחִי
H2228,zerachyah,זְרַחְיָה
H2229,zaram,זָרַם
H2230,zerem,זֶרֶם
H2231,zirmah,זִרְמָה
H2232,zara‘,זָרַע
H2233,zera‘,זֶרַע
H2234,zera‘,זְרַע
H2235,"zero‘a, zera‘on","זֵרֹעַ, זֵרָעֹן"
H2236,zaraq,זָרַק
H2237,zarar,זָרַר
H2238,zeresh,זֶרֶשׁ
H2239,zeret,זֶרֶת
H2240,zattu’,זַתּוּא
H2241,zetam,זֵתָם
H2242,zetar,זֵתַר
H2243,chov,חֹב
H2244,chava’,חָבָא
H2245,chavav,חָבַב
H2246,chovav,חֹבָב
H2247,chavah,חָבָה
H2248,chavulah,חֲבוּלָה
H2249,chavor,חָבוֹר
H2250,"chabburah, chavurah, chavurah","חַבּוּרָה, חַבֻּרָה, חֲבֻרָה"
H2251,chavat,חָבַט
H2252,"chavayah, chavayah","חֲבַיָּה, חֲבָיָה"
H2253,chevyon,חֶבְיוֹן
H2254,chaval,חָבַל
H2255,chaval,חֲבַל
H2256,"chevel, chevel","חֶבֶל, חֵבֶל"
H2257,chaval,חֲבַל
H2258,"chavol, chavolah","חֲבֹל, חֲבֹלָה"
H2259,chovel,חֹבֵל
H2260,chivel,חִבֵּל
H2261,chavatzelet,חֲבַצֶּלֶת
H2262,chavatzaneyah,חֲבַצַּנְיָה
H2263,chavaq,חָבַק
H2264,chivuq,חִבֻּק
H2265,chavaqquq,חֲבַקּוּק
H2266,chavar,חָבַר
H2267,chever,חֶבֶר
H2268,chever,חֶבֶר
H2269,chavar,חֲבַר
H2270,chaver,חָבֵר
H2271,chavar,חַבָּר
H2272,chavarvurah,חֲבַרְבֻּרָה
H2273,chavrah,חַבְרָה
H2274,chevrah,חֶבְרָה
H2275,chevron,חֶבְרוֹן
H2276,"chevroni, chevroni","חֶבְרוֹנִי, חֶבְרֹנִי"
H2277,chevri,חֶבְרִי
H2278,chaveret,חֲבֶרֶת
H2279,choveret,חֹבֶרֶת
H2280,chavash,חָבַשׁ
H2281,chavet,חָבֵת
H2282,"chag, chag","חַג, חָג"
H2283,chaga’,חָגָא
H2284,chagav,חָגָב
H2285,chagav,חָגָב
H2286,"chagava’, chagavah","חֲגָבָא, חֲגָבָה"
H2287,chagag,חָגַג
H2288,chagaw,חֲגָו
H2289,chagor,חָגוֹר
H2290,"chagor, chagor, chagorah, chagorah","חֲגוֹר, חֲגֹר, חֲגוֹרָה, חֲגֹרָה"
H2291,chagiy,חַגִּי
H2292,chagay,חַגַּי
H2293,chagiyah,חַגִּיָּה
H2294,chagiyt,חַגִּית
H2295,chaglah,חָגְלָה
H2296,chagar,חָגַר
H2297,chad,חַד
H2298,chad,חַד
H2299,chad,חַד
H2300,chadad,חָדַד
H2301,chadad,חֲדַד
H2302,chadah,חָדָה
H2303,chaddud,חַדּוּד
H2304,chedwah,חֶדְוָה
H2305,chedwah,חֶדְוָה
H2306,chadi,חֲדִי
H2307,chadid,חָדִיד
H2308,chadal,חָדַל
H2309,chedel,חֶדֶל
H2310,chadel,חָדֵל
H2311,chadlai,חַדְלַי
H2312,chedeq,חֵדֶק
H2313,chideqel,חִדֶּקֶל
H2314,chadar,חָדַר
H2315,cheder,חֶדֶר
H2316,chadar,חֲדַר
H2317,chadrakh,חַדְרָךְ
H2318,chadash,חָדַשׁ
H2319,chadash,חָדָשׁ
H2320,chodesh,חֹדֶשׁ
H2321,chodesh,חֹדֶשׁ
H2322,chadashah,חֲדָשָׁה
H2324,chawa’,חֲוָא
H2325,"chuv, chayav","חוּב, חָיַב"
H2326,chov,חוֹב
H2327,chovah,חוֹבָה
H2328,chug,חוּג
H2329,chug,חוּג
H2330,chud,חוּד
H2331,chawah,חָוָה
H2332,chawwa,חַוָּה
H2333,chawwa,חַוָּה
H2334,chawwot ya‘ir,חַוּוֹת יָעִיר
H2335,chozai,חוֹזַי
H2336,choach,חוֹחַ
H2337,chawach,חָוָח
H2338,chit,חִיט
H2339,chut,חוּט
H2340,chiwwi,חִוִּי
H2341,chawilah,חֲוִילָה
H2342,"chul, chil","חוּל, חִיל"
H2343,chul,חוּל
H2344,chol,חוֹל
H2345,chum,חוּם
H2346,chomah,חוֹמָה
H2347,chus,חוּס
H2348,chof,חוֹף
H2349,chufam,חוּפָם
H2350,chufami,חוּפָמִי
H2351,"chutz, chutz","חוּץ, חֻץ"
H2352,"chur, chur","חוּר, חֻר"
H2353,chur,חוּר
H2354,chur,חוּר
H2355,chor,חוֹר
H2356,"chor, chor","חוֹר, חֹר"
H2357,chawar,חָוַר
H2358,chiwwar,חִוָּר
H2359,churi,חוּרִי
H2360,churai,חוּרַי
H2361,churam,חוּרָם
H2362,chawran,חַוְרָן
H2363,chush,חוּשׁ
H2364,chushah,חוּשָׁה
H2365,chushai,חוּשַׁי
H2366,"chushim, chushim, chushim","חוּשִׁים, חֻשִׁים, חֻשִׁם"
H2367,"chusham, chusham","חוּשָׁם, חֻשָׁם"
H2368,"chotam, chotam","חוֹתָם, חֹתָם"
H2369,chotam,חוֹתָם
H2370,"chaza’, chazah","חֲזָא, חֲזָה"
H2371,"chaza’el, chazah’el","חֲזָאֵל, חֲזָהאֵל"
H2372,chazah,חָזָה
H2373,chazeh,חָזֶה
H2374,chozeh,חֹזֶה
H2375,chazo,חֲזוֹ
H2376,chezew,חֵזֶו
H2377,chazon,חָזוֹן
H2378,chazot,חָזוֹת
H2379,chazot,חֲזוֹת
H2380,chazut,חָזוּת
H2381,chazi’el,חֲזִיאֵל
H2382,chazayah,חֲזָיָה
H2383,chezyon,חֶזְיוֹן
H2384,chizayon,חִזָיוֹן
H2385,chaziz,חֲזִיז
H2386,chazir,חֲזִיר
H2387,chezir,חֵזִיר
H2388,chazaq,חָזַק
H2389,chazaq,חָזָק
H2390,chazeq,חָזֵק
H2391,chezeq,חֵזֶק
H2392,chozeq,חֹזֶק
H2393,chezqah,חֶזְקָה
H2394,chazqah,חָזְקָה
H2395,chizqi,חִזְקִי
H2396,"chizqiyah, chizqiyahu, yechizqiyah, yechizqiyahu","חִזְקִיָּה, חִזְקִיָּהוּ, יְחִזְקִיָּה, יְחִזְקִיָּהוּ"
H2397,"chach, chachi","חָח, חָחִי"
H2398,chata’,חָטָא
H2399,chete’,חֵטְא
H2400,chata’,חַטָּא
H2401,chata’ah,חֲטָאָה
H2402,chata’ah,חַטָּאָה
H2403,"chata’ah, chata’t","חַטָּאָה, חַטָּאת"
H2404,chatav,חָטַב
H2405,chatuvah,חֲטֻבָה
H2406,chitah,חִטָּה
H2407,chattush,חַטּוּשׁ
H2408,chati,חֲטִי
H2409,chataya’,חַטָּיָא
H2410,chatita’,חֲטִיטָא
H2411,chatiyl,חַטִּיל
H2412,chatifa’,חֲטִיפָא
H2413,chatam,חָטַם
H2414,chataf,חָטַף
H2415,choter,חֹטֵר
H2416,chayya,חַיָּה
H2417,chai,חַי
H2418,"chaya’, chayah","חֲיָא, חֲיָה"
H2419,chi’el,חִיאֵל
H2420,chidah,חִידָה
H2421,chayah,חָיָה
H2422,chayeh,חָיֶה
H2423,chewa’,חֵיוָא
H2424,chayyut,חַיּוּת
H2425,chayai,חָיַי
H2426,"chel, chel","חֵיל, חֵל"
H2427,"chil, chilah","חִיל, חִילָה"
H2428,chayil,חַיִל
H2429,chayil,חַיִל
H2430,chelah,חֵילָה
H2431,"chelam, chela’m","חֵילָם, חֵלָאם"
H2432,chilen,חִילֵן
H2433,chin,חִין
H2434,chayitz,חַיִץ
H2435,chitzon,חִיצוֹן
H2436,"cheq, cheq, choq","חֵיק, חֵק, חוֹק"
H2437,chirah,חִירָה
H2438,"chiram, chirom","חִירָם, חִירֹם"
H2439,chish,חִישׁ
H2440,chish,חִישׁ
H2441,chekh,חֵךְ
H2442,chakhah,חָכָה
H2443,chakhah,חַכָּה
H2444,chakhilah,חֲכִילָה
H2445,chakhiym,חַכִּים
H2446,chakhalyah,חֲכַלְיָה
H2447,chakhlil,חַכְלִיל
H2448,chakhlilut,חַכְלִלוּת
H2449,chakham,חָכַם
H2450,chakham,חָכָם
H2451,chakhmah,חָכְמָה
H2452,chakhmah,חָכְמָה
H2453,chakhmoni,חַכְמוֹנִי
H2454,"chakhmot, chakhmot","חָכְמוֹת, חַכְמוֹת"
H2455,chol,חֹל
H2456,chala’,חָלָא
H2457,chel’ah,חֶלְאָה
H2458,chel’ah,חֶלְאָה
H2459,"chelev, chelev","חֶלֶב, חֵלֶב"
H2460,chelev,חֵלֶב
H2461,chalav,חָלָב
H2462,chelvah,חֶלְבָּה
H2463,chelbon,חֶלְבּוֹן
H2464,chelvenah,חֶלְבְּנָה
H2465,cheled,חֶלֶד
H2466,cheled,חֵלֶד
H2467,choled,חֹלֶד
H2468,chuldah,חֻלְדָּה
H2469,chelday,חֶלְדַּי
H2470,chalah,חָלָה
H2471,chalah,חַלָּה
H2472,"chalom, chalom","חֲלוֹם, חֲלֹם"
H2473,"cholon, cholon","חֹלוֹן, חֹלֹן"
H2474,challon,חַלּוֹן
H2476,chalushah,חֲלוּשָׁה
H2477,chalach,חֲלַח
H2478,chalchul,חַלְחוּל
H2479,chalchalah,חַלְחָלָה
H2480,chalat,חָלַט
H2481,chali,חֲלִי
H2482,chali,חֲלִי
H2483,chali,חֲלִי
H2484,chelyah,חֶלְיָה
H2485,chalil,חָלִיל
H2486,"chalilah, chalilah","חָלִילָה, חָלִלָה"
H2487,chalifah,חֲלִיפָה
H2488,chalitzah,חֲלִיצָה
H2489,"chelekha’, chelekhah","חֵלְכָא, חֵלְכָה"
H2490,chalal,חָלַל
H2491,chalal,חָלָל
H2492,chalam,חָלַם
H2493,chelem,חֵלֶם
H2494,chelem,חֵלֶם
H2495,chalamut,חַלָּמוּת
H2496,chalamish,חַלָּמִישׁ
H2497,chelon,חֵלֹן
H2498,chalaf,חָלַף
H2499,chalaf,חֲלַף
H2500,chelef,חֵלֶף
H2501,chelef,חֶלֶף
H2502,chalatz,חָלַץ
H2503,"cheletz, cheletz","חֶלֶץ, חֵלֶץ"
H2504,chalatz,חָלָץ
H2505,chalaq,חָלַק
H2506,cheleq,חֵלֶק
H2507,cheleq,חֵלֶק
H2508,chalaq,חֲלָק
H2509,chalaq,חָלָק
H2510,chalaq,חָלָק
H2511,chalaq,חַלָּק
H2512,chaluq,חַלֻּק
H2513,chelqah,חֶלְקָה
H2514,chalaqah,חֲלַקָּה
H2515,chaluqah,חֲלֻקָּה
H2516,chelqi,חֶלְקִי
H2517,chelqai,חֶלְקַי
H2518,"chilqiyah, chilqiyahu","חִלְקִיָּה, חִלְקִיָּהוּ"
H2519,chalaqlaqah,חֲלַקְלַקָּה
H2520,chelqat,חֶלְקַת
H2521,chelqat hatzurim,חֶלְקַת הַצֻּרִים
H2522,chalash,חָלַשׁ
H2523,chalash,חַלָּשׁ
H2524,cham,חָם
H2525,cham,חָם
H2526,cham,חָם
H2527,chom,חֹם
H2528,"chema’, chamah","חֱמָא, חֲמָה"
H2529,"chem’ah, chemah","חֶמְאָה, חֵמָה"
H2530,chamad,חָמַד
H2531,chemed,חֶמֶד
H2532,chemdah,חֶמְדָּה
H2533,chemdan,חֶמְדָּן
H2534,"chemah, chema’","חֵמָה, חֵמָא"
H2535,chamah,חַמָּה
H2536,chammu’el,חַמּוּאֵל
H2537,"chamutal, chamital","חֲמוּטַל, חֲמִיטַל"
H2538,chamul,חָמוּל
H2539,chamuli,חָמוּלִי
H2540,chammon,חַמּוֹן
H2541,chamotz,חָמוֹץ
H2542,chammuq,חַמּוּק
H2543,"chamor, chamor","חֲמוֹר, חֲמֹר"
H2544,chamor,חֲמוֹר
H2545,"chamot, chamot","חֲמוֹת, חֲמֹת"
H2546,chomet,חֹמֶט
H2547,chumtah,חֻמְטָה
H2548,chamitz,חָמִיץ
H2549,"chamishi, chamishiy","חֲמִישִׁי, חֲמִשִּׁי"
H2550,chamal,חָמַל
H2551,chemlah,חֶמְלָה
H2552,chamam,חָמַם
H2553,chaman,חַמָּן
H2554,chamas,חָמַס
H2555,chamas,חָמָס
H2556,chametz,חָמֵץ
H2557,chametz,חָמֵץ
H2558,chometz,חֹמֶץ
H2559,chamaq,חָמַק
H2560,chamar,חָמַר
H2561,chemer,חֶמֶר
H2562,chamar,חֲמַר
H2563,chomer,חֹמֶר
H2564,chemar,חֵמָר
H2565,chamorah,חֲמֹרָה
H2566,chamran,חַמְרָן
H2567,chamash,חָמַשׁ
H2568,"chamesh, chamishah","חָמֵשׁ, חֲמִשָּׁה"
H2569,chomesh,חֹמֶשׁ
H2570,chomesh,חֹמֶשׁ
H2571,chamush,חָמֻשׁ
H2572,chamishiym,חֲמִשִּׁים
H2573,chemet,חֵמֶת
H2574,chamat,חֲמָת
H2575,chamat,חַמַּת
H2576,chamot do’r,חַמֹּת דֹּאר
H2577,chamati,חֲמָתִי
H2578,chamat tzovah,חֲמַת צוֹבָה
H2580,chen,חֵן
H2581,chen,חֵן
H2582,chenadad,חֵנָדָד
H2583,chanah,חָנָה
H2584,chanah,חַנָּה
H2585,chanokh,חֲנוֹךְ
H2586,chanun,חָנוּן
H2587,channun,חַנּוּן
H2588,chanut,חָנוּת
H2589,channot,חַנּוֹת
H2590,chanat,חָנַט
H2591,chinta’,חִנְטָא
H2592,chaniy’el,חַנִּיאֵל
H2593,chanikh,חָנִיךְ
H2594,chaninah,חֲנִינָה
H2595,chanit,חֲנִית
H2596,chanakh,חָנַךְ
H2597,chanukha’,חֲנֻכָּא
H2598,chanukhah,חֲנֻכָּה
H2599,chankhi,חֲ֑נכִי
H2600,chinam,חִנָּם
H2601,chanam’el,חֲנַמְאֵל
H2602,chanamal,חֲנָמָל
H2603,chanan,חָנַן
H2604,chanan,חֲנַן
H2605,chanan,חָנָן
H2606,chanan’el,חֲנַנְאֵל
H2607,chanani,חֲנָנִי
H2608,"chananyah, chananyahu","חֲנַנְיָה, חֲנַנְיָהוּ"
H2609,chanes,חָנֵס
H2610,chanef,חָנֵף
H2611,chanef,חָנֵף
H2612,chonef,חֹנֶף
H2613,chanufah,חֲנֻפָה
H2614,chanaq,חָנַק
H2615,chanaton,חַנָּתֹן
H2616,chasad,חָסַד
H2617,chesed,חֶסֶד
H2617a,chesed,חֶסֶד
H2618,chesed,חֶסֶד
H2619,chasadyah,חֲסַדְיָה
H2620,chasah,חָסָה
H2621,chosah,חֹסָה
H2622,chasut,חָסוּת
H2623,chasid,חָסִיד
H2624,chasidah,חֲסִידָה
H2625,chasil,חָסִיל
H2626,chasin,חֲסִין
H2627,chasiyr,חַסִּיר
H2628,chasal,חָסַל
H2629,chasam,חָסַם
H2630,chasan,חָסַן
H2631,chasan,חֲסַן
H2632,chesen,חֵסֶן
H2633,chosen,חֹסֶן
H2634,chason,חָסֹן
H2635,chasaf,חֲסַף
H2636,chasfas,חַסְפַּס
H2637,chaser,חָסֵר
H2638,chaser,חָסֵר
H2639,cheser,חֶסֶר
H2640,choser,חֹסֶר
H2641,chasrah,חַסְרָה
H2642,chesron,חֶסְרוֹן
H2643,chaf,חַף
H2644,chafa’,חָפָא
H2645,chafah,חָפָה
H2646,chufah,חֻפָּה
H2647,chufah,חֻפָּה
H2648,chafaz,חָפַז
H2649,chifazon,חִפָּזוֹן
H2650,chufiym,חֻפִּים
H2651,chofen,חֹפֶן
H2652,chafni,חָפְנִי
H2653,chafaf,חָפַף
H2654,chafetz,חָפֵץ
H2655,chafetz,חָפֵץ
H2656,chefetz,חֵפֶץ
H2657,cheftzi bah,חֶפְצִי בָּהּ
H2658,chafar,חָפַר
H2659,chafer,חָפֵר
H2660,chefer,חֵפֶר
H2661,"chafor, chafarferah","חֲפֹר, חֲפַרְפֵּרָה"
H2662,chefri,חֶפְרִי
H2663,chafarayim,חֲפָרַיִם
H2664,chafas,חָפַשׂ
H2665,chefes,חֵפֶשׂ
H2666,chafash,חָפַשׁ
H2667,chofesh,חֹפֶשׁ
H2668,chufshah,חֻפְשָׁה
H2669,"chafshut, chafshit","חָפְשׁוּת, חָפְשִׁית"
H2670,chafshi,חָפְשִׁי
H2671,chetz,חֵץ
H2672,"chatzav, chatzev","חָצַב, חָצֵב"
H2673,chatzah,חָצָה
H2674,chatzor,חָצוֹר
H2675,chatzor chadatah,חָצוֹר חֲדַתָּה
H2676,chatzot,חָצוֹת
H2677,chetzi,חֵצִי
H2678,"chitziy, chetzi","חִצִּי, חֵצִי"
H2679,chatzi hamnuchot,חֲצִי הַמְּנֻחוֹת
H2680,chatzi hamnachtiy,חֲצִי הַמְּנַחְתִּי
H2681,chatzir,חָצִיר
H2682,chatzir,חָצִיר
H2683,chetzen,חֵצֶן
H2684,chotzen,חֹצֶן
H2685,chatzaf,חֲצַף
H2686,chatzaf,חָצַף
H2687,chatzaf,חָצָף
H2688,"chatzetzon tamar, chatzatzon tamar","חַצְצוֹן תָּמָר, חַצֲצֹן תָּמָר"
H2689,chatzotzerah,חֲצֹצְרָה
H2690,"chatzar, chatzotzer, chatzorer","חָצַר, חֲצֹצֵר, חֲצֹרֵר"
H2691,chatzer,חָצֵר
H2692,chatzar ’adar,חֲצַר אַדָּר
H2693,chatzar gadah,חֲצַר גַּדָּה
H2694,chatzar hatiykhon,חֲצַר הַתִּיכוֹן
H2695,chetzro,חֶצְרוֹ
H2696,chetzron,חֶצְרוֹן
H2697,chetzroni,חֶצְרוֹנִי
H2698,chatzerot,חֲצֵרוֹת
H2699,chatzerim,חֲצֵרִים
H2700,chatzarmaeewt,חֲצַרְמֶֶָות
H2701,chatzar susah,חֲצַר סוּסָה
H2702,chatzar susim,חֲצַר סוּסִים
H2703,chatzar ‘enon,חֲצַר עֵינוֹן
H2704,chatzar ‘enan,חֲצַר עֵינָן
H2705,chatzar shu‘al,חֲצַר שׁוּעָל
H2706,choq,חֹק
H2707,chaqah,חָקָה
H2708,chuqah,חֻקָּה
H2709,chaqufa’,חֲקוּפָא
H2710,chaqaq,חָקַק
H2711,cheqeq,חֵקֶק
H2712,"chuqoq, chuqoq","חֻקֹּק, חוּקֹק"
H2713,chaqar,חָקַר
H2714,cheqer,חֵקֶר
H2715,"chor, chor","חֹר, חוֹר"
H2716,"chere’, chari","חֶרֶא, חֲרִי"
H2717,"charav, charev","חָרַב, חָרֵב"
H2718,charav,חֲרַב
H2719,cherev,חֶרֶב
H2720,charev,חָרֵב
H2721,chorev,חֹרֶב
H2722,chorev,חֹרֵב
H2723,charvah,חָרְבָּה
H2724,charavah,חָרָבָה
H2725,charavon,חֲרָבוֹן
H2726,"charvona’, charvonah","חַרְבוֹנָא, חַרְבוֹנָה"
H2727,charag,חָרַג
H2728,chargol,חָרְגֹּל
H2729,charad,חָרַד
H2730,chared,חָרֵד
H2731,charadah,חֲרָדָה
H2732,charadah,חֲרָדָה
H2733,charodi,חֲרֹדִי
H2734,charah,חָרָה
H2735,chor hagidegad,חֹר הַגִּדְגָּד
H2736,charhayah,חַרְהֲיָה
H2737,charuz,חָרוּז
H2738,"charul, charul, choron","חָרוּל, חָרֻל, חֹרוֹן"
H2739,charumaf,חֲרוּמַף
H2740,"charon, charon","חָרוֹן, חָרֹן"
H2741,charufi,חֲרוּפִי
H2742,"charutz, charutz","חָרוּץ, חָרֻץ"
H2743,charutz,חָרוּץ
H2744,charchur,חַרְחוּר
H2745,charchas,חַרְחַס
H2746,charchur,חַרְחֻר
H2747,cheret,חֶרֶט
H2748,chartom,חַרְטֹם
H2749,chartom,חַרְטֹם
H2750,chari,חֲרִי
H2751,chori,חֹרִי
H2752,chori,חֹרִי
H2753,"chori, chori","חֹרִי, חוֹרִי"
H2754,"charit, charit","חָרִיט, חָרִט"
H2755,"charei-yonim, chara’yon","חֲרֵי־יוֹנִים, חֲרָאיוֹן"
H2756,charif,חָרִיף
H2757,"charitz, charitz","חָרִיץ, חָרִץ"
H2758,charish,חָרִישׁ
H2759,charishi,חֲרִישִׁי
H2760,charakh,חָרַךְ
H2761,charakh,חֲרַךְ
H2762,cherekh,חֶרֶךְ
H2763,charam,חָרַם
H2764,"cherem, cherem","חֵרֶם, חֶרֶם"
H2765,charem,חֲרֵם
H2766,charim,חָרִם
H2767,charmah,חָרְמָה
H2768,chermon,חֶרְמוֹן
H2769,chermonim,חֶרְמוֹנִים
H2770,chermesh,חֶרְמֵשׁ
H2771,charan,חָרָן
H2772,choroni,חֹרֹנִי
H2773,choronayim,חֹרֹנַיִם
H2774,charnefer,חַרְנֶפֶר
H2775,"cheres, charsah","חֶרֶס, חַרְסָה"
H2776,cheres,חֶרֶס
H2777,charasut,חַרָסוּת
H2778,charaf,חָרַף
H2779,choref,חֹרֶף
H2780,charef,חָרֵף
H2781,cherfah,חֶרְפָּה
H2782,charatz,חָרַץ
H2783,charatz,חֲרַץ
H2784,chartzuvah,חַרְצֻבָּה
H2785,chartzan,חַרְצַן
H2786,charaq,חָרַק
H2787,charar,חָרַר
H2788,charer,חָרֵר
H2789,cheres,חֶרֶשׂ
H2790,charash,חָרַשׁ
H2791,cheresh,חֶרֶשׁ
H2792,cheresh,חֶרֶשׁ
H2793,choresh,חֹרֶשׁ
H2794,choresh,חֹרֵשׁ
H2795,cheresh,חֵרֵשׁ
H2796,charash,חָרָשׁ
H2797,charsha’,חַרְשָׁא
H2798,charashim,חֲרָשִׁים
H2799,charshet,חֲרשֶׁת
H2800,charshet,חֲרשֶׁת
H2801,charat,חָרַת
H2802,cheret,חֶרֶת
H2803,chashav,חָשַׁב
H2804,chashav,חֲשַׁב
H2805,cheshev,חֵשֶׁב
H2806,chashvadanah,חַשְׁבַּדָּנָה
H2807,chashuvah,חֲשֻׁבָה
H2808,cheshbon,חֶשְׁבּוֹן
H2809,cheshbon,חֶשְׁבּוֹן
H2810,chishabbon,חִשָּׁבּוֹן
H2811,"chashavyah, chashavyahu","חֲשַׁבְיָה, חֲשַׁבְיָהוּ"
H2812,chashavnah,חֲשַׁבְנָה
H2813,chashavneyah,חֲשַׁבְנְיָה
H2814,chashah,חָשָׁה
H2815,chashuv,חַשְּׁוּב
H2816,chashokh,חֲשׁוֹךְ
H2817,"chasufa’, chasufa’","חֲשׂוּפָא, חֲשֻׂפָא"
H2818,chashach,חֲשַׁח
H2819,chashchut,חַשְׁחוּת
H2820,chasakh,חָשַׂךְ
H2821,chashakh,חָשַׁךְ
H2822,choshekh,חֹשֶׁךְ
H2823,chashokh,חָשֹׁךְ
H2824,cheshkhah,חֶשְׁכָה
H2825,"chashekhah, chashekhah","חֲשֵׁכָה, חֲשֵׁיכָה"
H2826,chashal,חָשַׁל
H2827,chashal,חֲשַׁל
H2828,chashum,חָשֻׁם
H2829,cheshmon,חֶשְׁמוֹן
H2830,chashmal,חַשְׁמַל
H2831,chashman,חַשְׁמַן
H2832,chashmonah,חַשְׁמֹנָה
H2833,choshen,חֹשֶׁן
H2834,chasaf,חָשַׂף
H2835,chasif,חָשִׂף
H2836,chashaq,חָשַׁק
H2837,chesheq,חֵשֶׁק
H2838,"chashuq, chashuq","חָשֻׁק, חָשׁוּק"
H2839,chishuq,חִשֻּׁק
H2840,chishur,חִשֻּׁר
H2841,chashrah,חַשְׁרָה
H2842,chashash,חָשַׁשׁ
H2843,chushati,חֻשָׁתִי
H2844,chat,חַת
H2845,chet,חֵת
H2846,chatah,חָתָה
H2847,chitah,חִתָּה
H2848,chittul,חִתּוּל
H2849,chatchat,חַתְחַת
H2850,chitiy,חִתִּי
H2851,chitiyt,חִתִּית
H2852,chatakh,חָתַךְ
H2853,chatal,חָתַל
